,id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
0,5531,,GCF_001687365,GCF_001687365.1,1,GCA_001687365,GCA_001687365.1,1612624,Pararhizobium polonicum,representative genome,PRJNA224116,SAMN03877108,LGLV00000000.1,,latest,Contig,Major,2016-07-19,ASM168736v1,Research Institute of Horticulture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/365/GCF_001687365.1_ASM168736v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pararhizobium,Pararhizobium polonicum,,{},{},3877108,2018-03-28T14:09:28.934Z,2021-03-04T07:14:36.621Z,
0,5532,,GCF_001421015,GCF_001421015.2,2,GCA_001421015,GCA_001421015.2,1616788,Paenibacillus bovis,representative genome,PRJNA224116,SAMN04193493,,,latest,Complete Genome,Major,2017-05-15,ASM142101v2,State Key Laboratory of Dairy Biotechnology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/421/015/GCF_001421015.2_ASM142101v2,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus bovis,,{},{},4193493,2018-03-28T14:09:28.934Z,2021-03-04T07:14:38.651Z,
0,5533,,GCF_900096945,GCF_900096945.1,1,GCA_900096945,GCA_900096945.1,1619234,Anaerobium acetethylicum,representative genome,PRJNA224116,SAMN05421730,FMKA00000000.1,,latest,Scaffold,Major,2016-09-23,IMG-taxon 2675903067 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/945/GCF_900096945.1_IMG-taxon_2675903067_annotated_assembly,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobium,Anaerobium acetethylicum,,{},{},5421730,2018-03-28T14:09:28.934Z,2021-03-04T07:14:40.917Z,
0,5534,,GCF_002096055,GCF_002096055.1,1,GCA_002096055,GCA_002096055.1,1619308,Cnuibacter physcomitrellae,representative genome,PRJNA224116,SAMN06622498,,,latest,Complete Genome,Major,2017-04-18,ASM209605v1,Capital Normal University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/055/GCF_002096055.1_ASM209605v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cnuibacter,Cnuibacter physcomitrellae,,{},{},6622498,2018-03-28T14:09:28.934Z,2021-03-04T07:14:43.233Z,
0,5535,,GCF_002233675,GCF_002233675.1,1,GCA_002233675,GCA_002233675.1,1619309,Paenibacillus herberti,representative genome,PRJNA224116,SAMN07356179,NMUQ00000000.1,,latest,Scaffold,Major,2017-07-26,ASM223367v1,Capital Normal University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/233/675/GCF_002233675.1_ASM223367v1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus herberti,,{},{},7356179,2018-03-28T14:09:28.934Z,2021-03-04T07:14:44.424Z,
0,5536,,GCF_001517405,GCF_001517405.1,1,GCA_001517405,GCA_001517405.1,1619313,Erwinia gerundensis,representative genome,PRJNA224116,SAMEA3650399,,E_g_EM595,latest,Complete Genome,Major,2016-01-07,EM595,JLU,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/517/405/GCF_001517405.1_EM595,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia gerundensis,,{},{},4393044,2018-03-28T14:09:28.934Z,2021-03-04T07:14:45.544Z,
0,5537,,GCF_001005305,GCF_001005305.1,1,GCA_001005305,GCA_001005305.1,1620405,Kordia zhangzhouensis,representative genome,PRJNA224116,SAMN03568965,LBMH00000000.1,,latest,Contig,Major,2015-05-08,ASM100530v1,"The Third Institute of Oceanography, Key Laboratory of Marine Biogenetic Resources",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/305/GCF_001005305.1_ASM100530v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia zhangzhouensis,,{},{},3568965,2018-03-28T14:09:28.934Z,2021-03-04T07:14:47.620Z,
0,5538,,GCF_001243895,GCF_001243895.1,1,GCA_001243895,GCA_001243895.1,1622072,Bacillus testis,representative genome,PRJNA224116,SAMEA3393061,CVQX00000000.1,,latest,Scaffold,Major,2015-07-21,Bacillus testis,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/243/895/GCF_001243895.1_Bacillus_testis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus testis,,{},{},12519971,2018-03-28T14:09:28.934Z,2021-03-04T07:14:49.993Z,
0,5539,,GCF_001543325,GCF_001543325.1,1,GCA_001543325,GCA_001543325.1,1622118,Lutibacter profundi,representative genome,PRJNA224116,SAMN04299808,,,latest,Complete Genome,Major,2016-02-01,ASM154332v1,University of Bergen,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/325/GCF_001543325.1_ASM154332v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter profundi,,{},{},4299808,2018-03-28T14:09:28.934Z,2021-03-04T07:14:52.190Z,
0,5540,,GCF_900188275,GCF_900188275.1,1,GCA_900188275,GCA_900188275.1,1627892,Dokdonia pacifica,representative genome,PRJNA224116,SAMN06265376,FZNY00000000.1,,latest,Scaffold,Major,2017-07-16,IMG-taxon 2724679821 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/275/GCF_900188275.1_IMG-taxon_2724679821_annotated_assembly,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia pacifica,,{},{},6265376,2018-03-28T14:09:28.934Z,2021-03-04T07:14:55.780Z,
0,5541,,GCF_001282625,GCF_001282625.1,1,GCA_001282625,GCA_001282625.1,1627894,Lascolabacillus massiliensis,representative genome,PRJNA224116,SAMEA3312814,CTEJ00000000.1,,latest,Contig,Major,2015-08-19,Lascolabacillus massiliensis,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/282/625/GCF_001282625.1_Lascolabacillus_massiliensis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Lascolabacillus,Lascolabacillus massiliensis,,{},{},12519976,2018-03-28T14:09:28.934Z,2021-03-04T07:14:56.916Z,
0,5542,,GCF_001752395,GCF_001752395.1,1,GCA_001752395,GCA_001752395.1,1628148,Rheinheimera salexigens,representative genome,PRJNA224116,SAMN05821304,MKEK00000000.1,,latest,Scaffold,Major,2016-10-04,ASM175239v1,University of Hawaii at Manoa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/752/395/GCF_001752395.1_ASM175239v1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera salexigens,,{},{},5821304,2018-03-28T14:09:28.934Z,2021-03-04T07:14:58.891Z,
0,5543,,GCF_000972495,GCF_000972495.1,1,GCA_000972495,GCA_000972495.1,1629124,Hymenobacter terrenus,representative genome,PRJNA224116,SAMN03460197,LATM00000000.1,,latest,Contig,Major,2015-04-15,ASM97249v1,"Inner Mongolia agricultural university, college of life science",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/495/GCF_000972495.1_ASM97249v1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter terrenus,,{},{},3460197,2018-03-28T14:09:28.934Z,2021-03-04T07:15:01.552Z,
0,5544,,GCF_001192655,GCF_001192655.1,1,GCA_001192655,GCA_001192655.1,1629334,Caedimonas varicaedens,representative genome,PRJNA224116,SAMD00026920,BBVC00000000.1,,latest,Contig,Major,2015-07-14,ASM119265v1,Indiana University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/192/655/GCF_001192655.1_ASM119265v1,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Caedimonas,Caedimonas varicaedens,,{},{},4091990,2018-03-28T14:09:28.934Z,2021-03-04T07:15:03.588Z,
0,5545,,GCF_001678905,GCF_001678905.1,1,GCA_001678905,GCA_001678905.1,1630135,Dermabacter vaginalis,representative genome,PRJNA224116,SAMN03774729,,,latest,Complete Genome,Major,2016-07-05,ASM167890v1,Korea Research Institute Bioscience and Biotechnology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/905/GCF_001678905.1_ASM167890v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter vaginalis,,{},{},3774729,2018-03-28T14:09:28.934Z,2021-03-04T07:15:05.611Z,
0,5546,,GCF_001595645,GCF_001595645.1,1,GCA_001595645,GCA_001595645.1,1630136,Sulfurovum riftiae,representative genome,PRJNA224116,SAMN04247392,LNKT00000000.1,,latest,Contig,Major,2016-03-21,ASM159564v1,Rutgers University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/595/645/GCF_001595645.1_ASM159564v1,Bacteria,Proteobacteria,Epsilonproteobacteria,,,Sulfurovum,Sulfurovum riftiae,,{},{},4247392,2018-03-28T14:09:28.934Z,2021-03-04T07:15:06.749Z,
0,5547,,GCF_001049895,GCF_001049895.1,1,GCA_001049895,GCA_001049895.1,1631346,Rubeoparvulum massiliense,representative genome,PRJNA224116,SAMEA3375520,CVPE00000000.1,,latest,Contig,Major,2015-06-30,Rubeoparvulum massiliensis,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/049/895/GCF_001049895.1_Rubeoparvulum_massiliensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Rubeoparvulum,Rubeoparvulum massiliense,,{},{},12519964,2018-03-28T14:09:28.934Z,2021-03-04T07:15:08.750Z,
0,5548,,GCF_001247745,GCF_001247745.1,1,GCA_001247745,GCA_001247745.1,1631356,Luteipulveratus halotolerans,representative genome,PRJNA224116,SAMN03421050,LAIR00000000.1,,latest,Contig,Major,2015-08-05,ASM124774v1,Novartis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/247/745/GCF_001247745.1_ASM124774v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Luteipulveratus,Luteipulveratus halotolerans,,{},{},3421050,2018-03-28T14:09:28.934Z,2021-03-04T07:15:11.546Z,
0,5549,,GCF_001932615,GCF_001932615.1,1,GCA_001932615,GCA_001932615.1,1631871,Weissella jogaejeotgali,representative genome,PRJNA224116,SAMN04193338,,,latest,Complete Genome,Major,2017-01-04,ASM193261v1,Kyung Hee university,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/615/GCF_001932615.1_ASM193261v1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella jogaejeotgali,,{},{},4193338,2018-03-28T14:09:28.934Z,2021-03-04T07:15:13.553Z,
0,5550,,GCF_001375675,GCF_001375675.1,1,GCA_001375675,GCA_001375675.1,1632858,Massilibacterium senegalense,representative genome,PRJNA224116,SAMEA3312309,CTRN00000000.1,,latest,Scaffold,Major,2015-04-22,Massilibacterium senegalense,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/675/GCF_001375675.1_Massilibacterium_senegalense,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Massilibacterium,Massilibacterium senegalense,,{},{},12519984,2018-03-28T14:09:28.934Z,2021-03-04T07:15:15.432Z,
0,5551,,GCF_002120225,GCF_002120225.1,1,GCA_002120225,GCA_002120225.1,1635173,Tenacibaculum holothuriorum,representative genome,PRJNA224116,SAMN03447969,LAPZ00000000.1,,latest,Contig,Major,2017-05-09,ASM212022v1,The Third Institute of State Oceanic Administration,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/120/225/GCF_002120225.1_ASM212022v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum holothuriorum,,{},{},3447969,2018-03-28T14:09:28.934Z,2021-03-04T07:15:17.617Z,
0,5552,,GCF_001420595,GCF_001420595.1,1,GCA_001420595,GCA_001420595.1,1637975,Bacillus solani,representative genome,PRJNA224116,SAMN04038043,LJIX00000000.1,,latest,Scaffold,Major,2015-10-30,ASM142059v1,Fujian Academy of Agricultural Sciences,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/420/595/GCF_001420595.1_ASM142059v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus solani,,{},{},4038043,2018-03-28T14:09:28.934Z,2021-03-04T07:15:18.885Z,
0,5553,,GCF_000971135,GCF_000971135.1,1,GCA_000971135,GCA_000971135.1,1638981,Lysinimicrobium flavum,representative genome,PRJNA224116,SAMD00019180,BBLW00000000.1,,latest,Contig,Major,2015-04-01,ASM97113v1,National Institute of Technology and Evaluation Biological Resource Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/135/GCF_000971135.1_ASM97113v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,Lysinimicrobium flavum,,{},{},4091694,2018-03-28T14:09:28.934Z,2021-03-04T07:15:20.323Z,
0,5554,,GCF_000971175,GCF_000971175.1,1,GCA_000971175,GCA_000971175.1,1638984,Lysinimicrobium pelophilum,representative genome,PRJNA224116,SAMD00019182,BBLY00000000.1,,latest,Scaffold,Major,2015-04-01,ASM97117v1,National Institute of Technology and Evaluation Biological Resource Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/175/GCF_000971175.1_ASM97117v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,Lysinimicrobium pelophilum,,{},{},4091696,2018-03-28T14:09:28.934Z,2021-03-04T07:15:21.776Z,
0,5555,,GCF_000971255,GCF_000971255.1,1,GCA_000971255,GCA_000971255.1,1638985,Lysinimicrobium rhizosphaerae,representative genome,PRJNA224116,SAMD00019186,BBMC00000000.1,,latest,Contig,Major,2015-04-01,ASM97125v1,National Institute of Technology and Evaluation Biological Resource Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/255/GCF_000971255.1_ASM97125v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,Lysinimicrobium rhizosphaerae,,{},{},4091700,2018-03-28T14:09:28.934Z,2021-03-04T07:15:27.531Z,
0,5556,,GCF_000971195,GCF_000971195.1,1,GCA_000971195,GCA_000971195.1,1638987,Lysinimicrobium soli,representative genome,PRJNA224116,SAMD00019183,BBLZ00000000.1,,latest,Scaffold,Major,2015-04-01,ASM97119v1,National Institute of Technology and Evaluation Biological Resource Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/195/GCF_000971195.1_ASM97119v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,Lysinimicrobium soli,,{},{},4091697,2018-03-28T14:09:28.934Z,2021-03-04T07:15:29.680Z,
0,5557,,GCF_000971235,GCF_000971235.1,1,GCA_000971235,GCA_000971235.1,1638989,Lysinimicrobium subtropicum,representative genome,PRJNA224116,SAMD00019185,BBMB00000000.1,,latest,Scaffold,Major,2015-04-01,ASM97123v1,National Institute of Technology and Evaluation Biological Resource Center,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/235/GCF_000971235.1_ASM97123v1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,Lysinimicrobium subtropicum,,{},{},4091699,2018-03-28T14:09:28.968Z,2021-03-04T07:15:32.330Z,
0,5558,,GCF_900096565,GCF_900096565.1,1,GCA_900096565,GCA_900096565.1,1640674,Williamwhitmania taraxaci,representative genome,PRJNA224116,SAMN05216323,FMYP00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2654588148 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/565/GCF_900096565.1_IMG-taxon_2654588148_annotated_assembly,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Williamwhitmania,Williamwhitmania taraxaci,,{},{},5216323,2018-03-28T14:09:28.968Z,2021-03-04T07:15:34.173Z,
0,5559,,GCF_001050095,GCF_001050095.1,1,GCA_001050095,GCA_001050095.1,1640685,Enterococcus massiliensis,representative genome,PRJNA224116,SAMEA3443460,CVRN00000000.1,,latest,Contig,Major,2015-06-30,Enterococcus massiliensis,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/095/GCF_001050095.1_Enterococcus_massiliensis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus massiliensis,,{},{},12519965,2018-03-28T14:09:28.968Z,2021-03-04T07:15:35.448Z,
0,5560,,GCF_001441615,GCF_001441615.1,1,GCA_001441615,GCA_001441615.1,1641875,Roseovarius atlanticus,representative genome,PRJNA224116,SAMN03480902,LAXJ00000000.1,,latest,Contig,Major,2015-11-09,ASM144161v1,Third Institute of Oceanography,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/441/615/GCF_001441615.1_ASM144161v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius atlanticus,,{},{},3480902,2018-03-28T14:09:28.968Z,2021-03-04T07:15:37.583Z,
0,5561,,GCF_001975025,GCF_001975025.1,1,GCA_001975025,GCA_001975025.1,1642299,Streptomyces alfalfae,representative genome,PRJNA224116,SAMN04955000,,,latest,Complete Genome,Major,2017-01-30,ASM197502v1,Hebei Agricultural University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/025/GCF_001975025.1_ASM197502v1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces alfalfae,,{},{},4955000,2018-03-28T14:09:28.968Z,2021-03-04T07:15:38.874Z,
0,5562,,GCF_900095795,GCF_900095795.1,1,GCA_900095795,GCA_900095795.1,1642646,Petrimonas mucosa,representative genome,PRJNA224116,SAMEA4408017,,ING2-E5A,latest,Complete Genome,Major,2016-10-21,E5A,CEBITEC,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/795/GCF_900095795.1_E5A,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas mucosa,,{},{},5934771,2018-03-28T14:09:28.968Z,2021-03-04T07:15:39.817Z,
0,5563,,GCF_900095135,GCF_900095135.1,1,GCA_900095135,GCA_900095135.1,1642647,Proteiniphilum saccharofermentans,representative genome,PRJNA224116,SAMEA4373296,,M3/6,latest,Complete Genome,Major,2017-01-26,M36,CEBITEC,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/135/GCF_900095135.1_M36,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Proteiniphilum,Proteiniphilum saccharofermentans,,{},{},6280825,2018-03-28T14:09:28.968Z,2021-03-04T07:15:43.368Z,
0,5564,,GCF_001561995,GCF_001561995.1,1,GCA_001561995,GCA_001561995.1,1647556,Pseudovibrio hongkongensis,representative genome,PRJNA224116,SAMN04192297,LLWC00000000.1,,latest,Contig,Major,2016-02-16,ASM156199v1,Shenzhen University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/561/995/GCF_001561995.1_ASM156199v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudovibrio,Pseudovibrio hongkongensis,,{},{},4192297,2018-03-28T14:09:28.968Z,2021-03-04T07:15:44.845Z,
0,5565,,GCF_001077815,GCF_001077815.2,2,GCA_001077815,GCA_001077815.2,1648404,Erythrobacter atlanticus,representative genome,PRJNA224116,SAMN03565637,,,latest,Complete Genome,Major,2016-05-04,ASM107781v2,The Third Institute of State Oceanic Administration,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/815/GCF_001077815.2_ASM107781v2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter atlanticus,,{},{},3565637,2018-03-28T14:09:28.968Z,2021-03-04T07:15:46.492Z,
0,5566,,GCF_001484965,GCF_001484965.1,1,GCA_001484965,GCA_001484965.1,1649580,Bacillus shacheensis,representative genome,PRJNA224116,SAMN04207873,LLYY00000000.1,,latest,Scaffold,Major,2016-01-05,ASM148496v1,Sichuan University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/965/GCF_001484965.1_ASM148496v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus shacheensis,,{},{},4207873,2018-03-28T14:09:28.968Z,2021-03-04T07:15:48.358Z,
0,5567,,GCF_001418495,GCF_001418495.1,1,GCA_001418495,GCA_001418495.1,1650571,Streptomyces pathocidini,representative genome,PRJNA224116,SAMN04004086,LIQY00000000.1,,latest,Scaffold,Major,2015-10-28,ASM141849v1,USDA/ARS/NCAUR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/418/495/GCF_001418495.1_ASM141849v1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pathocidini,,{},{},4004086,2018-03-28T14:09:28.968Z,2021-03-04T07:15:49.953Z,
0,5568,,GCF_001244495,GCF_001244495.1,1,GCA_001244495,GCA_001244495.1,1650661,Clostridium phoceensis,representative genome,PRJNA224116,SAMEA3460838,CVUG00000000.1,,latest,Scaffold,Major,2015-07-22,Clostridium phoceensis,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/244/495/GCF_001244495.1_Clostridium_phoceensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium phoceensis,,{},{},12519973,2018-03-28T14:09:28.968Z,2021-03-04T07:15:52.963Z,
0,5569,,GCF_001403615,GCF_001403615.1,1,GCA_001403615,GCA_001403615.1,1650662,Desnuesiella massiliensis,representative genome,PRJNA224116,SAMEA3538358,CYSK00000000.1,,latest,Scaffold,Major,2015-10-07,Desnusiella massiliensis,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/403/615/GCF_001403615.1_Desnusiella_massiliensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Desnuesiella,Desnuesiella massiliensis,,{},{},4075347,2018-03-28T14:09:28.968Z,2021-03-04T07:15:54.063Z,
0,5570,,GCF_001486665,GCF_001486665.1,1,GCA_001486665,GCA_001486665.1,1650663,Fournierella massiliensis,representative genome,PRJNA224116,SAMEA3673149,FAUK00000000.1,,latest,Scaffold,Major,2015-12-22,Fournierella massiliensis,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/486/665/GCF_001486665.1_Fournierella_massiliensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,Fournierella massiliensis,,{},{},12520000,2018-03-28T14:09:28.968Z,2021-03-04T07:15:57.018Z,
0,5571,,GCF_001643015,GCF_001643015.1,1,GCA_001643015,GCA_001643015.1,1652495,Corynebacterium crudilactis,representative genome,PRJNA224116,SAMN04990137,,,latest,Complete Genome,Major,2016-05-13,ASM164301v1,Bielefeld University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/015/GCF_001643015.1_ASM164301v1,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium crudilactis,,{},{},4990137,2018-03-28T14:09:28.968Z,2021-03-04T07:15:59.142Z,
0,5572,,GCF_001280875,GCF_001280875.1,1,GCA_001280875,GCA_001280875.1,1653434,Sellimonas intestinalis,representative genome,PRJNA224116,SAMN03846811,LGAJ00000000.1,,latest,Contig,Major,2015-09-10,ASM128087v1,Seoul National University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/875/GCF_001280875.1_ASM128087v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis,,{},{},3846811,2018-03-28T14:09:28.968Z,2021-03-04T07:16:01.200Z,
0,5573,,GCF_001754075,GCF_001754075.1,1,GCA_001754075,GCA_001754075.1,1653435,Merdimonas faecis,representative genome,PRJNA224116,SAMN05727926,MIEH00000000.1,,latest,Contig,Major,2016-10-07,ASM175407v1,Seoul National University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/754/075/GCF_001754075.1_ASM175407v1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Merdimonas,Merdimonas faecis,,{},{},5727926,2018-03-28T14:09:28.968Z,2021-03-04T07:16:03.285Z,
0,5574,,GCF_001548275,GCF_001548275.1,1,GCA_001548275,GCA_001548275.1,1653476,Caldimicrobium thiodismutans,representative genome,PRJNA224116,SAMD00039083,,,latest,Complete Genome,Major,2016-01-07,ASM154827v1,"Microbial Ecology Group, Institution of Low Temperature Science, Hokkaido University",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/275/GCF_001548275.1_ASM154827v1,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,Caldimicrobium thiodismutans,,{},{},4390172,2018-03-28T14:09:28.968Z,2021-03-04T07:16:04.308Z,
